"","OBJECTID","LIT","Date","Observer","Unit_Name","Subunit_Name","Combined","CirclePlot_Associated","ManagementAction","CommonName","ScientificName","ITIS_TSN","Stratum","PlantHeight","n_seed_heads","Quadrat_Size","seed_head1_F2TLength","seed_head1_Length","seed_head2_F2TLength","seed_head2_Length","seed_head3_F2TLength","seed_head3_Length","seed_head4_F2TLength","seed_head4_Length","seed_head5_F2TLength","seed_head5_Length","Comments","X","Y"
"325",401,"PIX","8/8/19 15:00","JM","4A","4A","PIX_4A_4A","C496","None","Timothy","Crypsis schoenoides",41605,"Med",11,62,"5x5",NA,1.1,NA,1.5,NA,1.3,NA,0.7,NA,1.5,"",-13290043.88,4289309.835
"326",437,"PIX","8/8/19 16:20","TB","7B","7B","PIX_7B_7B","C430","None","Timothy","Crypsis schoenoides",41605,"Med",7,73,"5x5",NA,1.1,NA,0.8,NA,0.9,NA,1.3,NA,1,"",-13290428.75,4287945.197
"327",435,"PIX","8/8/19 16:17","JM","3A","3A","PIX_3A_3A","C503","None","Timothy","Crypsis schoenoides",41605,"Low",5.5,95,"5x5",NA,1.1,NA,1.5,NA,1.2,NA,0.7,NA,0.7,"",-13291155.19,4289564.5
"328",424,"PIX","8/8/19 15:53","LD","7A","7A","PIX_7A_7A","C452","None","Timothy","Crypsis schoenoides",41605,"Low",4.5,25,"5x5",NA,1.2,NA,1,NA,0.9,NA,1.3,NA,1.2,"",-13290776.84,4288471.739
"329",418,"PIX","8/8/19 15:40","LD","8A","8A","PIX_8A_8A","C462","None","Timothy","Crypsis schoenoides",41605,"Low",21,29,"5x5",NA,1.2,NA,2,NA,3.7,NA,2,NA,2.3,"",-13290560.7,4288567.59
"330",451,"PIX","8/8/19 17:09","LD","1","1","PIX_1_1","C479","None","Timothy","Crypsis schoenoides",41605,"Low",6.5,32,"5x5",NA,1.2,NA,1.2,NA,1.5,NA,1.4,NA,1.1,"",-13292310.3,4289055.665
"331",427,"PIX","8/8/19 15:58","JM","3A","3A","PIX_3A_3A","C495","None","Timothy","Crypsis schoenoides",41605,"Med",11,94,"5x5",NA,1.2,NA,0.73,NA,1.5,NA,1.8,NA,0.9,"",-13290681.71,4289354.267
"332",393,"PIX","8/8/19 14:38","TB","9B","9B","PIX_9B_9B","C440","None","Timothy","Crypsis schoenoides",41605,"Low",9,18,"5x5",NA,1.3,NA,1.8,NA,1.2,NA,1.1,NA,1,"",-13289614.6,4288090.436
"333",458,"PIX","8/8/19 17:21","TB","1","1","PIX_1_1","C500","None","Timothy","Crypsis schoenoides",41605,"Med",18,19,"5x5",NA,1.3,NA,1.6,NA,1.7,NA,1.5,NA,1.2,"",-13292619.94,4289573.827
"334",403,"PIX","8/8/19 14:58","TB","8B","8B","PIX_8B_8B","C427","None","Timothy","Crypsis schoenoides",41605,"Low",6,39,"5x5",NA,1.3,NA,1.2,NA,1,NA,1.2,NA,1,"",-13289882.61,4287836.657
"335",432,"PIX","8/8/19 16:11","LD","7B","7B","PIX_7B_7B","C441","None","Timothy","Crypsis schoenoides",41605,"Med",5.5,17,"5x5",NA,1.4,NA,1.7,NA,1.5,NA,1.3,NA,1.4,"",-13290613.82,4288161.567
"336",423,"PIX","8/8/19 15:48","TB","7A","7A","PIX_7A_7A","C463","None","Timothy","Crypsis schoenoides",41605,"Low",13,19,"5x5",NA,1.4,NA,1.7,NA,1.4,NA,1.6,NA,1.7,"",-13290745.62,4288625.614
"337",436,"PIX","8/8/19 16:18","TB","7B","7B","PIX_7B_7B","C430","None","Timothy","Crypsis schoenoides",41605,"Low",4,21,"5x5",NA,1.4,NA,1.2,NA,1.3,NA,1.3,NA,1.5,"",-13290428.14,4287934.766
"338",412,"PIX","8/8/19 15:24","LD","8A","8A","PIX_8A_8A","C450","None","Timothy","Crypsis schoenoides",41605,"Low",13,22,"5x5",NA,1.4,NA,1.3,NA,1.9,NA,1.4,NA,1.5,"",-13290123.87,4288338.638
"339",450,"PIX","8/8/19 17:03","G","2A","2A","PIX_2A_2A","C468","None","Timothy","Crypsis schoenoides",41605,"High",15,51,"5x5",NA,1.4,NA,1.2,NA,1,NA,0.9,NA,0.7,"",-13291090.77,4288785.084
"340",446,"PIX","8/8/19 16:50","TB","6","6","PIX_6_6","C455","None","Timothy","Crypsis schoenoides",41605,"Low",5.6,56,"15x15",NA,1.4,NA,2.5,NA,0.9,NA,1.4,NA,2.6,"",-13291734.28,4288545.649
"341",409,"PIX","8/8/19 15:16","TB","8B","8B","PIX_8B_8B","C445","None","Timothy","Crypsis schoenoides",41605,"Med",4.5,67,"5x5",NA,1.4,NA,2.1,NA,1.8,NA,1.4,NA,1.4,"",-13290269.25,4288220.567
"342",400,"PIX","8/8/19 14:50","G","4A","4A","PIX_4A_4A","C507","None","Timothy","Crypsis schoenoides",41605,"Low",6,76,"15x15",NA,1.4,NA,1,NA,1,NA,1.2,NA,0.9,"",-13290253.97,4289594.629
"343",459,"PIX","8/8/19 17:31","TB LD","1","1","PIX_1_1","C467","None","Timothy","Crypsis schoenoides",41605,"Low",12,77,"15x15",NA,1.4,NA,1.4,NA,1.4,NA,1.9,NA,1.7,"",-13291352.67,4288771.397
"344",425,"PIX","8/8/19 15:55","LD","7A","7A","PIX_7A_7A","C452","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,35,"5x5",NA,1.5,NA,1.4,NA,0.9,NA,1.1,NA,1.1,"",-13290781.96,4288471.083
"345",443,"PIX","8/8/19 16:43","JM","2","2","PIX_2_2","C493","None","Timothy","Crypsis schoenoides",41605,"Low",6.5,37,"5x5",NA,1.5,NA,0.7,NA,1,NA,0.7,NA,1.2,"",-13291424.06,4289348.339
"346",439,"PIX","8/8/19 16:26","LD","7B","7B","PIX_7B_7B","C434","None","Timothy","Crypsis schoenoides",41605,"Low",4.5,42,"5x5",NA,1.5,NA,1.8,NA,1.5,NA,1.9,NA,1.4,"",-13290283.11,4287968.894
"347",391,"PIX","8/8/19 14:28","LD","9B","9B","PIX_9B_9B","C448","None","Timothy","Crypsis schoenoides",41605,"Med",18,54,"5x5",NA,1.5,NA,2.4,NA,2.5,NA,2,NA,2.4,"",-13289680.26,4288242.582
"348",398,"PIX","8/8/19 14:48","LD","9B","9B","PIX_9B_9B","C432","None","Timothy","Crypsis schoenoides",41605,"Low",10,134,"30x30",NA,1.5,NA,2,NA,1,NA,2.1,NA,1.4,"",-13289350.42,4287888.998
"349",430,"PIX","8/8/19 16:04","TB","7A","7A","PIX_7A_7A","C449","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,19,"5x5",NA,1.6,NA,1.6,NA,1.3,NA,1.9,NA,1.7,"",-13290523.62,4288344.695
"350",447,"PIX","8/8/19","JM","2","2","PIX_2_2","C478","None","Timothy","Crypsis schoenoides",41605,"Med",5,33,"5x5",NA,1.6,NA,1.9,NA,0.6,NA,0.9,NA,1.2,"",-13291036.89,4288955.812
"351",415,"PIX","8/8/19 15:30","TB","8A","8A","PIX_8A_8A","C454","None","Timothy","Crypsis schoenoides",41605,"High",28,41,"5x5",NA,1.6,NA,1.4,NA,1.4,NA,1.5,NA,1.8,"",-13290299.3,4288450.582
"352",416,"PIX","8/8/19 15:31","TB","8A","8A","PIX_8A_8A","C454","None","Timothy","Crypsis schoenoides",41605,"Med",26,47,"5x5",NA,1.6,NA,1.6,NA,1.8,NA,1.6,NA,1.9,"",-13290299.32,4288448.923
"353",431,"PIX","8/8/19 16:11","LD","7B","7B","PIX_7B_7B","C441","None","Timothy","Crypsis schoenoides",41605,"Med",9,73,"5x5",NA,1.6,NA,1.3,NA,1.8,NA,1.3,NA,1.8,"",-13290606.33,4288155.582
"354",417,"PIX","8/8/19 15:39","LD","8A","8A","PIX_8A_8A","C462","None","Timothy","Crypsis schoenoides",41605,"Low",17,24,"15x15",NA,1.7,NA,2.9,NA,3,NA,2.3,NA,1.7,"",-13290548.41,4288574.318
"355",429,"PIX","8/8/19 16:02","TB","7A","7A","PIX_7A_7A","C449","None","Timothy","Crypsis schoenoides",41605,"Med",16,26,"5x5",NA,1.7,NA,1.8,NA,1.6,NA,1.5,NA,1.5,"",-13290522.01,4288349.047
"356",382,"PIX","8/8/19 13:56","TB","9A","9A","PIX_9A_9A","C466","None","Timothy","Crypsis schoenoides",41605,"High",17,31,"5x5",NA,1.7,NA,1.5,NA,1.6,NA,1.1,NA,2,"",-13289698.46,4288604.871
"357",421,"PIX","8/8/19 15:49","JM","3","3","PIX_3_3","C482","None","Timothy","Crypsis schoenoides",41605,"High",16,70,"5x5",NA,1.7,NA,1.8,NA,2.3,NA,1.2,NA,2.4,"",-13290486.93,4289087.221
"358",390,"PIX","8/8/19 14:19","G","4","4","PIX_4_4","C491","None","Timothy","Crypsis schoenoides",41605,"Med",10,98,"15x15",NA,1.7,NA,0.7,NA,0.8,NA,1.2,NA,1.4,"",-13289822.62,4289258.023
"359",381,"PIX","8/8/19 13:50","TB","9A","9A","PIX_9A_9A","C466","None","Timothy","Crypsis schoenoides",41605,"Low",28,51,"15x15",NA,1.9,NA,2.2,NA,2.1,NA,1.6,NA,2.2,"",-13289702.89,4288617.803
"360",394,"PIX","8/8/19 14:39","TB","9B","9B","PIX_9B_9B","C440","None","Timothy","Crypsis schoenoides",41605,"Med",11,56,"5x5",NA,1.9,NA,1.8,NA,1.4,NA,1.6,NA,1.9,"",-13289608.68,4288089.186
"361",445,"PIX","8/8/19 16:49","TB","6","6","PIX_6_6","C455","None","Timothy","Crypsis schoenoides",41605,"Low",5,81,"15x15",NA,1.9,NA,1.8,NA,2.1,NA,0.9,NA,1.5,"",-13291733.18,4288540.811
"362",392,"PIX","8/8/19 14:30","LD","9B","9B","PIX_9B_9B","C448","None","Timothy","Crypsis schoenoides",41605,"High",25,18,"5x5",NA,2,NA,1.7,NA,2.5,NA,2,NA,2,"",-13289693.02,4288232.9
"363",452,"PIX","8/8/19 17:10","LD","1","1","PIX_1_1","C479","None","Timothy","Crypsis schoenoides",41605,"High",15,25,"5x5",NA,2,NA,1.9,NA,2.1,NA,1.7,NA,1.8,"",-13292310.8,4289072.359
"364",410,"PIX","8/8/19 15:16","TB","8B","8B","PIX_8B_8B","C445","None","Timothy","Crypsis schoenoides",41605,"Med",19,56,"5x5",NA,2,NA,2,NA,2.2,NA,1.3,NA,3.1,"",-13290269.9,4288216.921
"365",419,"PIX","8/8/19 15:37","J","3","3","PIX_3_3","C480","None","Timothy","Crypsis schoenoides",41605,"High",27,175,"5x5",NA,2,NA,1,NA,2.1,NA,3,NA,2.2,"",-13290759.12,4288986.273
"366",388,"PIX","8/8/19 14:20","TB","9A","9A","PIX_9A_9A","C460","None","Timothy","Crypsis schoenoides",41605,"Med",14.5,41,"5x5",NA,2.1,NA,2.2,NA,1.6,NA,2.2,NA,1.6,"",-13289930.04,4288518.357
"367",387,"PIX","8/8/19 14:18","TB","9A","9A","PIX_9A_9A","C460","None","Timothy","Crypsis schoenoides",41605,"Med",17.5,36,"5x5",NA,2.2,NA,2.4,NA,2.6,NA,2.4,NA,2.5,"",-13289930.36,4288514.411
"368",411,"PIX","8/8/19 15:22","LD","8A","8A","PIX_8A_8A","C450","None","Timothy","Crypsis schoenoides",41605,"Low",9,11,"5x5",NA,2.3,NA,1.6,NA,1.2,NA,1.1,NA,1.2,"",-13290115.83,4288327.953
"369",397,"PIX","8/8/19 14:46","LD","9B","9B","PIX_9B_9B","C432","None","Timothy","Crypsis schoenoides",41605,"Med",22,37,"5x5",NA,2.3,NA,1.6,NA,1.5,NA,1.7,NA,2,"",-13289362.2,4287888.888
"370",384,"PIX","8/8/19 14:09","LD","9A","9A","PIX_9A_9A","C458","None","Timothy","Crypsis schoenoides",41605,"High",36,49,"5x5",NA,2.9,NA,2.8,NA,2.1,NA,2.4,NA,3.5,"",-13289624.75,4288472.949
"371",33,"SAC","43662.86667","KMO, JM","T14","T14:1","SAC_T14_T14:1","C127","None","Watergrass","Echinochloa crus-galli",502210,"Low",63,0,"30x30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-13600408.78,4782640.692
"372",43,"SAC","7/21/19","Therese Burns ","T14","T14:1","SAC_T14_T14:1","C125","None","Watergrass","Echinochloa crus-galli",502210,"Low",0,0,"30x30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-13600607.2,4782568.373
"373",116,"SAC","7/23/19"," ","T35","T35:1","SAC_T35_T35:1","C92","None","Watergrass","Echinochloa crus-galli",502210,"Low",0,0,"30x30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-13600659.42,4777067.427
"374",82,"SAC","7/22/19","DT","P8","P8:1","SAC_P8_P8:1","C110","None","Timothy","Crypsis schoenoides",41605,"Med",2.4,62,"30x30",NA,0.4,NA,0.5,NA,0.6,NA,0.6,NA,0.3,"",-13598933.17,4777988.436
"375",79,"SAC","7/22/19 19:44","JM","P8","P8:1","SAC_P8_P8:1","C108","None","Timothy","Crypsis schoenoides",41605,"Med",2.5,119,"15x15",NA,0.4,NA,0.5,NA,1,NA,0.8,NA,0.7,"",-13598633.41,4777742.83
"376",77,"SAC","7/22/19 19:32","JM","P8","P8:1","SAC_P8_P8:1","C105","None","Timothy","Crypsis schoenoides",41605,"High",7,434,"15x15",NA,0.4,NA,0.5,NA,1,NA,0.5,NA,0.8,"",-13598406.42,4777620.317
"377",83,"SAC","7/22/19 20:05","DT","P8","P8:1","SAC_P8_P8:1","C110","None","Timothy","Crypsis schoenoides",41605,"Low",0.6,112,"15x15",NA,0.5,NA,0.7,NA,0.8,NA,0.7,NA,0.5,"",-13598940.7,4777983.644
"378",61,"SAC","43668.71944","JM","P1A","P1A:1","SAC_P1A_P1A:1","C140","None","Timothy","Crypsis schoenoides",41605,"Med",3,148,"30x30",NA,0.7,NA,1,NA,1,NA,1.5,NA,1,"",-13598841.32,4783679.048
"379",78,"SAC","7/22/19 19:36","Tb","P8","P8:1","SAC_P8_P8:1","C109","None","Timothy","Crypsis schoenoides",41605,"Med",2.5,165,"15x15",NA,0.7,NA,0.9,NA,1,NA,0.8,NA,1.1,"",-13598820.3,4777862.571
"380",75,"SAC","7/22/19 19:31","JM","P8","P8:1","SAC_P8_P8:1","C105","None","Timothy","Crypsis schoenoides",41605,"High",3.5,387,"15x15",NA,0.7,NA,1,NA,1,NA,0.7,NA,1.1,"",-13598405.78,4777625.955
"381",81,"SAC","7/22/19 19:47","DT","P8","P8:1","SAC_P8_P8:1","C109","None","Timothy","Crypsis schoenoides",41605,"Med",1.2,77,"15x15",NA,0.9,NA,0.6,NA,0.8,NA,0.6,NA,0.5,"",-13598823.85,4777869.236
"382",72,"SAC","7/22/19","JM","P8","P8:1","SAC_P8_P8:1","C112","None","Timothy","Crypsis schoenoides",41605,"Med",4,106,"15x15",NA,0.9,NA,1,NA,0.7,NA,0.6,NA,1.2,"",-13598511.08,4778011.554
"383",67,"SAC","7/22/19","TB","P1A","P1A:1","SAC_P1A_P1A:1","C124","None","Timothy","Crypsis schoenoides",41605,"Med",4,234,"15x15",NA,0.9,NA,0.3,NA,0.7,NA,0.6,NA,0.7,"",-13598942.96,4782507.062
"384",60,"SAC","43668.70764","DT","P1A","P1A:1","SAC_P1A_P1A:1","C130","None","Timothy","Crypsis schoenoides",41605,"High",2.5,269,"15x15",NA,0.9,NA,0.8,NA,1.2,NA,0.7,NA,0.8,"",-13599159.6,4782650.51
"385",80,"SAC","7/22/19","JM","P8","P8:1","SAC_P8_P8:1","C108","None","Timothy","Crypsis schoenoides",41605,"Med",2,276,"15x15",NA,0.9,NA,0.5,NA,0.7,NA,0.5,NA,0.3,"",-13598634.54,4777747.297
"386",68,"SAC","7/22/19 17:41","Tb","P1A","P1A:1","SAC_P1A_P1A:1","C124","None","Timothy","Crypsis schoenoides",41605,"High",11,776,"15x15",NA,0.9,NA,1,NA,0.8,NA,0.6,NA,0.6,"",-13598984.77,4782498.907
"387",71,"SAC","7/22/19 19:01","JM","P8","P8:1","SAC_P8_P8:1","C112","None","Timothy","Crypsis schoenoides",41605,"High",3,737,"15x15",NA,1,NA,0.7,NA,0.8,NA,1,NA,0.9,"",-13598505.9,4778021.013
"388",70,"SAC","7/22/19 17:50","JM","P1A","P1A:1","SAC_P1A_P1A:1","C142","None","Timothy","Crypsis schoenoides",41605,"Med",8.5,166,"15x15",NA,1.2,NA,1.5,NA,0.8,NA,2,NA,1.2,"",-13598796.37,4783889.811
"389",69,"SAC","7/22/19 17:46","JM","P1A","P1A:1","SAC_P1A_P1A:1","C142","None","Timothy","Crypsis schoenoides",41605,"Low",3,37,"15x15",NA,1.5,NA,1.5,NA,1,NA,1.5,NA,1,"",-13598803.9,4783906.38
"390",63,"SAC","43668.73056","JM","P1A","P1A:1","SAC_P1A_P1A:1","C141","None","Timothy","Crypsis schoenoides",41605,"Med",5,57,"15x15",NA,1.5,NA,1.5,NA,2,NA,1,NA,1.5,"",-13599038.75,4783788.219
"391",62,"SAC","43668.725","JM","P1A","P1A:1","SAC_P1A_P1A:1","C140","None","Timothy","Crypsis schoenoides",41605,"Low",7,188,"30x30",NA,1.5,NA,1,NA,1,NA,1,NA,1.5,"",-13598844.21,4783670.671
"392",65,"SAC","43668.73472","JM","P1A","P1A:1","SAC_P1A_P1A:1","C141","None","Timothy","Crypsis schoenoides",41605,"Med",7.5,193,"15x15",NA,1.5,NA,1.5,NA,2,NA,1,NA,1.5,"",-13599046.31,4783794.024
"393",66,"SAC","43668.73472","JM","P1A","P1A:1","SAC_P1A_P1A:1","C141","None","Timothy","Crypsis schoenoides",41605,"Med",7.5,193,"15x15",NA,1.5,NA,1.5,NA,2,NA,1,NA,1.5,"",-13599046.31,4783794.024
"394",64,"SAC","43668.71389","DT","P1A","P1A:1","SAC_P1A_P1A:1","C130","None","Timothy","Crypsis schoenoides",41605,"Low",6,62,"15x15",NA,1.8,NA,1,NA,0.9,NA,1.2,NA,1.1,"",-13599158.29,4782656.285
"395",76,"SAC","7/22/19 19:21","TB","P8","P8:1","SAC_P8_P8:1","C111","None","Timothy","Crypsis schoenoides",41605,"Med",6.5,162,"15x15",NA,2.5,NA,1.5,NA,1.4,NA,2,NA,1.3,"",-13598710.02,4778013.096
"396",27,"SAC","7/21/19 1:18","KMO","T14","T14:2","SAC_T14_T14:2","C129","Disked","Watergrass","Echinochloa crus-galli",502210,"Med",64,53,"30x30",4,3,22,10,9.5,8,10,6,21,11,"C129. Kmz",-13600018.04,4782629.729
"397",55,"SAC","43668.66667","Tb","T10","T10:3","SAC_T10_T10:3","C137","None","Watergrass","Echinochloa crus-galli",502210,"Med",68,12,"30x30",10.6,3.9,4.6,6.3,4.4,9.1,4.2,8,2.1,5.2,"",-13600249.29,4783367.627
"398",21,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C120","None","Watergrass","Echinochloa crus-galli",502210,"Low",108,8,"30x30",17,6.5,42,18.5,41.5,21.5,35.5,20.5,40,29,"",-13600251.34,4782396.84
"399",38,"SAC","7/16/19","KMO, JM","T14","T14:1","SAC_T14_T14:1","C123","None","Watergrass","Echinochloa crus-galli",502210,"Med",73,22,"30x30",6.5,6.5,6.5,7.5,11,12,7.5,9,17,9,"C123",-13600448.92,4782513.475
"400",32,"SAC","7/16/19 20:15","KMO","T14","T14:2","SAC_T14_T14:2","C128","None","Watergrass","Echinochloa crus-galli",502210,"Med",74,62,"30x30",3,6.5,14,7.5,10.5,7,8,8,13.5,9,"C128",-13600229.83,4782639.079
"401",20,"SAC","7/16/19 16:53","KMO","T14","T14:2","SAC_T14_T14:2","C120","None","Watergrass","Echinochloa crus-galli",502210,"Med",83.7,46,"30x30",8.5,7,5.5,6.7,5.5,5.5,26.5,14,25,12,"C120",-13600254.55,4782407.397
"402",104,"SAC","7/23/19 17:04"," JM","T36","T36:1","SAC_T36_T36:1","C106","None","Watergrass","Echinochloa crus-galli",502210,"High",76,52,"30x30",4.6,7.2,18,11,5.2,5.8,13.7,7.6,10,9.2,"",-13599615.77,4777681.299
"403",105,"SAC","7/23/19"," JM","T36","T36:1","SAC_T36_T36:1","C106","None","Watergrass","Echinochloa crus-galli",502210,"High",56,108,"30x30",4.8,7.4,18.5,9.9,7.5,9.3,9,8,5.8,8.9,"",-13599615.49,4777681.299
"404",113,"SAC","7/23/19"," JM","T35","T35:1","SAC_T35_T35:1","C95","None","Watergrass","Echinochloa crus-galli",502210,"Med",87,12,"30x30",5.1,7.7,6,13.1,13.9,17.5,7.2,10,17.6,12.7,"",-13600793.84,4777191.134
"405",98,"SAC","7/23/19 15:31","JM","P7A","P7A:4","SAC_P7A_P7A:4","C113","None","Watergrass","Echinochloa crus-galli",502210,"High",46.5,37,"30x30",4.6,7.9,4.6,8.2,13,6.1,15.2,8.8,24.6,8.6,"",-13598626.89,4778173.015
"406",49,"SAC","7/18/19","JM","T10","T10:3","SAC_T10_T10:3","C136","None","Watergrass","Echinochloa crus-galli",502210,"Low",120,23,"30x30",7.1,8.4,28.9,17.7,3.3,8.5,8.8,6.7,14.5,27.4,"",-13599900.47,4783337.288
"407",48,"SAC","43664.82361","JM","T10","T10:3","SAC_T10_T10:3","C136","None","Watergrass","Echinochloa crus-galli",502210,"Med",125,25,"30x30",27.7,8.5,36.3,11.6,25.2,12.6,24.1,9.2,21.2,6.9,"",-13599894.52,4783329.527
"408",25,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C121","Disked","Watergrass","Echinochloa crus-galli",502210,"Med",64,26,"30x30",5,8.5,8,8,32,13,33.5,14.5,27.5,10.5,"Kmz",-13599966.8,4782535.059
"409",19,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C120","None","Watergrass","Echinochloa crus-galli",502210,"High",76.3,147,"30x30",15.5,8.5,11,7,9.5,10,8,5,24.5,13,"C120",-13600250.68,4782419.548
"410",106,"SAC","7/23/19 17:26"," ","T36","T36:1","SAC_T36_T36:1","C100","None","Watergrass","Echinochloa crus-galli",502210,"Low",92,10,"30x30",7.1,8.7,2.9,7,7.3,5.9,20.5,8.2,23.5,11.5,"",-13599781.44,4777441.226
"411",40,"SAC","7/21/19","KMO, JM","T14","T14:1","SAC_T14_T14:1","C131","None","Watergrass","Echinochloa crus-galli",502210,"Low",0,2,"30x30",9.5,9,33,12,NA,NA,NA,NA,NA,NA,"C131",-13600479.16,4782698.181
"412",56,"SAC","7/22/19 16:10","JM","T10","T10:3","SAC_T10_T10:3","C135","None","Watergrass","Echinochloa crus-galli",502210,"Low",101,14,"30x30",25.5,9,28.5,13,14,8,13,9,9,9,"",-13600089.24,4783138.43
"413",85,"SAC","7/22/19","JM","T36","T36:2","SAC_T36_T36:2","C93","None","Watergrass","Echinochloa crus-galli",502210,"High",75,15,"30x30",24.2,9,25.5,10.3,16.5,10,24.2,9.3,12,11.2,"",-13599648.41,4777072.219
"414",23,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C121","None","Watergrass","Echinochloa crus-galli",502210,"High",70,44,"30x30",23.5,9,31.5,13,42,16,26,12,45.5,12,"C121",-13599939.5,4782436.35
"415",28,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C129","Disked","Watergrass","Echinochloa crus-galli",502210,"High",75,46,"30x30",16,9,12.5,7.5,13.5,10,24.5,12,19.5,11.5,"C129 kmz",-13600016.79,4782621.201
"416",90,"SAC","7/22/19 21:31","Julia","T36","T36:2","SAC_T36_T36:2","C89","None","Watergrass","Echinochloa crus-galli",502210,"Med",98,46,"30x30",32,9,13,6,17,8,24,11,8,8.5,"",-13599800.61,4776862.952
"417",34,"SAC","7/16/19","KMO, JM","T14","T14:1","SAC_T14_T14:1","C127","None","Watergrass","Echinochloa crus-galli",502210,"High",63,52,"30x30",7,9,3,4.5,23.5,24,17,8,23,13,"C128",-13600408.78,4782640.692
"418",86,"SAC","7/22/19","DT","T36","T36:2","SAC_T36_T36:2","C98","None","Watergrass","Echinochloa crus-galli",502210,"High",120,23,"30x30",37,9.1,23.9,9.8,23,8.9,11.2,9.9,21.5,8,"",-13599303.88,4777253.863
"419",97,"SAC","7/23/19","JM","P7A","P7A:4","SAC_P7A_P7A:4","C114","None","Watergrass","Echinochloa crus-galli",502210,"Low",41,6,"30x30",3.9,9.6,11.8,14.2,22.9,11.7,12.2,9.2,7.8,11.4,"",-13598511.44,4778213.075
"420",41,"SAC","7/18/19 17:58","Therese Burns","T14","T14:1","SAC_T14_T14:1","C122","None","Watergrass","Echinochloa crus-galli",502210,"Med",62.5,21,"30x30",17.8,9.6,10,8.7,12.2,7.9,6.7,6.9,11.2,8.6,"",-13600757.89,4782477.69
"421",59,"SAC","7/22/19","DT","T10","T10:3","SAC_T10_T10:3","C139","None","Watergrass","Echinochloa crus-galli",502210,"High",124,47,"30x30",22.6,9.6,29.4,11.2,15.6,8.7,21.4,10.5,26.2,10.8,"",-13600201.48,4783571.583
"422",109,"SAC","7/23/19 17:40"," JM","T36","T36:1","SAC_T36_T36:1","C103","None","Watergrass","Echinochloa crus-galli",502210,"Med",59,23,"30x30",7.6,9.7,15.8,10.2,9.6,8.4,16.7,8.7,11.2,8.1,"",-13599751.08,4777642.194
"423",110,"SAC","7/23/19"," JM","T36","T36:1","SAC_T36_T36:1","C107","None","Watergrass","Echinochloa crus-galli",502210,"High",68,33,"30x30",25.4,9.7,4.1,12,18.4,8.9,23.6,10,11.6,8.2,"",-13599754.65,4777758.145
"424",101,"SAC","7/23/19","JM","P7A","P7A:4","SAC_P7A_P7A:4","C117","None","Watergrass","Echinochloa crus-galli",502210,"High",48,13,"30x30",19,9.8,17.4,15.7,26.1,13.9,28.3,21.6,4.1,8.2,"",-13598675.88,4778373.791
"425",53,"SAC","7/22/19 15:30","JM","T10","T10:3","SAC_T10_T10:3","C133","None","Watergrass","Echinochloa crus-galli",502210,"Low",115,5,"30x30",15.5,10,26,17,8.5,8,5,13.5,12,9,"",-13599976.59,4782980.603
"426",37,"SAC","7/16/19","KMO, JM","T14","T14:1","SAC_T14_T14:1","C123","None","Watergrass","Echinochloa crus-galli",502210,"Med",63,12,"30x30",23,10,13,8,22,12.5,27.5,13.5,33,13,"C123",-13600441.32,4782519.822
"427",39,"SAC","43662.88472","KMO, JM","T14","T14:1","SAC_T14_T14:1","C131","None","Watergrass","Echinochloa crus-galli",502210,"Med",68,17,"30x30",11,10,10,7.5,22,9.5,7,7,26,13.5,"C131",-13600481.13,4782702.282
"428",51,"SAC","7/18/19","Tb","T10","T10:3","SAC_T10_T10:3","C134","None","Watergrass","Echinochloa crus-galli",502210,"High",73,83,"30x30",10,10,9.5,9.5,27.9,10.8,30.2,29.3,19.5,11.8,"",-13599860.75,4782980.118
"429",102,"SAC","7/23/19 15:57","JM","P7A","P7A:4","SAC_P7A_P7A:4","C118","None","Watergrass","Echinochloa crus-galli",502210,"High",80,32,"30x30",13.8,10.2,12,11,7.1,8.4,7.6,10.1,26.7,17,"",-13598742.14,4778490.264
"430",42,"SAC","7/21/19","Therese Burns ","T14","T14:1","SAC_T14_T14:1","C122","None","Watergrass","Echinochloa crus-galli",502210,"High",73,48,"30x30",21.2,10.3,19.5,8.5,15.2,8.9,10.6,8.6,16.7,9.3,"",-13600757.58,4782483.331
"431",54,"SAC","7/22/19","JM","T10","T10:3","SAC_T10_T10:3","C135","None","Watergrass","Echinochloa crus-galli",502210,"Med",101,53,"30x30",17,10.3,17,13.5,12,10.5,26,10.5,11,8,"",-13600081.27,4783152.158
"432",57,"SAC","7/22/19","DT","T10","T10:3","SAC_T10_T10:3","C137","None","Watergrass","Echinochloa crus-galli",502210,"High",98,5,"30x30",6.6,10.5,8,4.2,23.2,9,5.4,9.5,3.3,11.5,"",-13600247.7,4783388.525
